AÑO;CÓDIGO_MUNICIPIO;MUNICIPIO;CÓDIGO_DEPARTAMENTO;DEPARTAMENTO;CÓDIGO_ETC;ETC;POBLACIÓN_5_16;TASA_MATRICULACIÓN_5_16;COBERTURA_NETA;COBERTURA_NETA_TRANSICIÓN;COBERTURA_NETA_PRIMARIA;COBERTURA_NETA_SECUNDARIA;COBERTURA_NETA_MEDIA;COBERTURA_BRUTA;COBERTURA_BRUTA_TRANSICIÓN;COBERTURA_BRUTA_PRIMARIA;COBERTURA_BRUTA_SECUNDARIA;COBERTURA_BRUTA_MEDIA;DESERCIÓN;DESERCIÓN_TRANSICIÓN;DESERCIÓN_PRIMARIA;DESERCIÓN_SECUNDARIA;DESERCIÓN_MEDIA;APROBACIÓN;APROBACIÓN_TRANSICIÓN;APROBACIÓN_PRIMARIA;APROBACIÓN_SECUNDARIA;APROBACIÓN_MEDIA;REPROBACIÓN;REPROBACIÓN_TRANSICIÓN;REPROBACIÓN_PRIMARIA;REPROBACIÓN_SECUNDARIA;REPROBACIÓN_MEDIA;REPITENCIA;REPITENCIA_TRANSICIÓN;REPITENCIA_PRIMARIA;REPITENCIA_SECUNDARIA;REPITENCIA_MEDIA
2024;81220;Cravo Norte;81;Arauca;3824;Arauca (ETC);863;86.67%;86.67%;57.5%;80.27%;65.2%;45.93%;97.91%;88.75%;102.4%;100.37%;85.93%;3.62%;4.23%;2.08%;5.24%;5.62%;91.59%;0%;90.89%;90.39%;94.38%;4.79%;0%;7.03%;4.37%;0%;12.29%;4.23%;12.24%;19.65%;0%
2024;81065;Arauquita;81;Arauca;3824;Arauca (ETC);14344;65.51%;65.5%;45.54%;66.55%;49.02%;25.42%;72.03%;72.28%;82.46%;68.66%;50.36%;5.35%;8.04%;5.5%;5.1%;2.67%;85.55%;0.11%;86.68%;80.57%;90.13%;9.09%;0.11%;7.82%;14.33%;7.2%;10.65%;3.67%;10.21%;14.49%;6.74%
2024;81001;Arauca;81;Arauca;3824;Arauca (ETC);19808;97.03%;96.94%;67.65%;94.85%;73.01%;45.66%;110.29%;105.14%;119.61%;105.71%;98.38%;6.76%;6.14%;7.19%;6.98%;4.45%;86.81%;0.13%;87.96%;81.83%;90.26%;6.43%;0.13%;4.85%;11.19%;5.29%;8.77%;3.46%;9.93%;10.08%;3.49%
2024;76895;Zarzal;76;Valle del Cauca;3817;Valle del Cauca (ETC);8329;72.29%;72.29%;56.88%;73.11%;62.19%;50.07%;81.43%;75.31%;83.09%;78.31%;86.41%;4.1%;2.59%;3.37%;5.58%;3.71%;92.9%;0%;94.83%;88.73%;94.15%;3%;0%;1.79%;5.69%;2.14%;5.75%;1.41%;3.89%;10.72%;2.59%
2024;76892;Yumbo;76;Valle del Cauca;4832;Yumbo;20444;104.26%;103.19%;79.32%;105.28%;83.93%;58.87%;114.16%;107.02%;120.92%;111.44%;106.72%;5.49%;5.98%;5.25%;6.05%;4.62%;86.1%;0%;88.99%;79.03%;89.95%;8.41%;0%;5.76%;14.92%;5.43%;9.98%;5.22%;9.15%;13.68%;6.09%
2024;76890;Yotoco;76;Valle del Cauca;3817;Valle del Cauca (ETC);3038;78.01%;78.01%;54.85%;82.49%;62.08%;47.8%;89.2%;78.06%;95.8%;89.8%;77.44%;4.09%;3.24%;3.14%;5.46%;4.75%;90.28%;0.54%;92.79%;83.88%;93.35%;5.63%;0.54%;4.07%;10.66%;1.9%;6.81%;3.24%;6.19%;9.52%;4.43%
2024;76869;Vijes;76;Valle del Cauca;3817;Valle del Cauca (ETC);2377;67.4%;67.4%;60.96%;63.41%;56.19%;44.72%;76.74%;79.68%;74.09%;78.09%;79.15%;7.09%;10.74%;5.76%;8.51%;5.65%;88.92%;0.67%;92.46%;83.7%;90.32%;3.99%;0.67%;1.78%;7.79%;4.03%;5.6%;0.67%;7%;6.52%;2.41%
2024;76863;Versalles;76;Valle del Cauca;3817;Valle del Cauca (ETC);1356;65.34%;65.34%;57.8%;64.17%;56.3%;42.48%;71.68%;69.72%;73.26%;75.43%;61.06%;4.66%;1.32%;3.42%;7.69%;3.2%;91.87%;0%;92.42%;88.46%;94.4%;3.47%;0%;4.16%;3.85%;2.4%;7.38%;1.32%;7.09%;11.22%;2.4%
2024;76845;Ulloa;76;Valle del Cauca;3817;Valle del Cauca (ETC);1133;62.22%;62.22%;35.23%;63.17%;51.55%;38.95%;74.67%;64.77%;74.73%;77.84%;72.63%;7.58%;5.26%;6.55%;10.76%;4.63%;89.49%;0%;92.56%;82.07%;94.44%;2.93%;0%;0.89%;7.17%;0.93%;8.91%;7.02%;6.55%;15.14%;2.78%
2024;76834;Tuluá;76;Valle del Cauca;3823;Tuluá;42751;65.54%;65.44%;46.03%;63.46%;58.65%;43.7%;71.47%;64.79%;72.9%;73.94%;66.2%;5.68%;6.66%;4.9%;7.14%;3.92%;88.05%;0%;90.04%;83.34%;91.64%;6.27%;0%;5.06%;9.52%;4.44%;8.23%;2.54%;7.1%;12.23%;4.16%
2024;76828;Trujillo;76;Valle del Cauca;3817;Valle del Cauca (ETC);4122;64.63%;64.63%;53.65%;59.76%;50.91%;46.86%;75.93%;73.97%;73.76%;76.86%;80.29%;4.58%;3.86%;3.56%;5.57%;5.68%;91.53%;0%;93.31%;87.96%;91.59%;3.89%;0%;3.13%;6.47%;2.73%;5.6%;3.86%;5.5%;7.35%;3.18%
2024;76823;Toro;76;Valle del Cauca;3817;Valle del Cauca (ETC);3033;59.58%;59.55%;44.49%;58.6%;55.02%;37.38%;64.23%;55.07%;66.42%;68.56%;54.01%;6.11%;4.8%;6.18%;6.85%;4.55%;86.15%;0%;91.97%;78.42%;83.47%;7.74%;0%;1.85%;14.73%;11.98%;4.76%;0%;4.33%;7.14%;2.07%
2024;76736;Sevilla;76;Valle del Cauca;3817;Valle del Cauca (ETC);7742;62.92%;62.92%;57.9%;61.76%;50.48%;35.96%;71.74%;66.96%;71.55%;75.15%;67.35%;7.38%;8.52%;6.3%;9.2%;5.67%;86.66%;0.33%;88.43%;81.92%;90.6%;5.96%;0.33%;5.27%;8.88%;3.73%;9.96%;2.3%;8.91%;15%;4.78%
2024;76670;San Pedro;76;Valle del Cauca;3817;Valle del Cauca (ETC);3489;71.85%;71.83%;47.5%;70.71%;60.08%;46.67%;80.02%;65%;82.55%;82.88%;75.21%;5.61%;5.3%;4.93%;7.07%;4.19%;90.06%;0%;91.98%;85.22%;94.19%;4.33%;0%;3.08%;7.71%;1.61%;7.11%;4.55%;5.96%;11.05%;1.94%
2024;76622;Roldanillo;76;Valle del Cauca;3817;Valle del Cauca (ETC);6835;75.99%;75.84%;60.98%;70.83%;65.84%;56.97%;84.64%;79.8%;80.48%;85.6%;94.45%;3.63%;5.17%;2.75%;4.35%;3.58%;91.58%;0.34%;94.04%;89.68%;88.89%;4.79%;0.34%;3.22%;5.97%;7.54%;6.96%;4.14%;6.26%;8.77%;6%
2024;76616;Riofrío;76;Valle del Cauca;3817;Valle del Cauca (ETC);3136;72.74%;72.74%;61.33%;74.35%;59.28%;39.88%;81.15%;70.7%;85.04%;84.09%;70.43%;5.63%;3.87%;3.07%;7.96%;10.16%;85.56%;0%;91.7%;75.2%;82.95%;8.81%;0%;5.23%;16.84%;6.89%;10.33%;2.76%;7.12%;18.28%;6.56%
2024;76606;Restrepo;76;Valle del Cauca;3817;Valle del Cauca (ETC);3203;85.58%;85.58%;66.28%;81.31%;75.44%;51.12%;92.51%;82.95%;94.37%;98.24%;80.9%;4.18%;5.61%;3.35%;4.96%;4.03%;90.77%;0%;93.53%;85.93%;92.44%;5.05%;0%;3.12%;9.12%;3.53%;7.35%;1.87%;7.75%;9.51%;3.53%
2024;76563;Pradera;76;Valle del Cauca;3817;Valle del Cauca (ETC);10255;68%;67.97%;55.06%;65.33%;58.41%;33.43%;77.19%;78.98%;80.93%;82.4%;57.51%;7.5%;10.13%;6.06%;9.43%;4.67%;85.72%;0%;87.5%;80.33%;94.16%;6.78%;0%;6.43%;10.24%;1.17%;10.63%;6.12%;9.84%;14.49%;3.97%
2024;76520;Palmira;76;Valle del Cauca;3822;Palmira;61232;79.16%;79.03%;51.72%;75.93%;69.71%;46.49%;88.61%;72.43%;88.97%;95.65%;81.63%;5.14%;4.98%;4.51%;6.52%;3.52%;84.3%;0.28%;88.87%;75.27%;88.76%;10.55%;0.28%;6.62%;18.21%;7.72%;8.89%;2.41%;8.13%;12.68%;4.18%
2024;76497;Obando;76;Valle del Cauca;3817;Valle del Cauca (ETC);2483;52.15%;52.15%;47.89%;50.84%;39.51%;30.73%;57.35%;64.74%;62.05%;53.46%;50.59%;3.84%;3.25%;4.13%;4.11%;2.67%;90.39%;0%;93.16%;82.85%;93.58%;5.76%;0%;2.7%;13.04%;3.74%;5.83%;1.63%;6.98%;6.28%;3.74%
2024;76403;La Victoria;76;Valle del Cauca;3817;Valle del Cauca (ETC);2114;76.58%;76.58%;48.75%;74.97%;68.85%;47.11%;86.57%;77.5%;85.91%;90.71%;83.75%;7.13%;8.33%;5.57%;9.68%;4.78%;85.51%;0%;91%;76.79%;88.05%;7.37%;0%;3.43%;13.52%;7.17%;6.59%;2.5%;5.14%;10.18%;3.98%
2024;76400;La Unión;76;Valle del Cauca;3817;Valle del Cauca (ETC);6502;72.09%;72.07%;61.87%;73.56%;62.82%;45.54%;79.38%;77.69%;81.2%;81.32%;71.93%;6.49%;4.72%;4.87%;8.96%;6.29%;88.81%;0%;91.51%;83.73%;89.67%;4.7%;0%;3.62%;7.31%;4.04%;5.83%;2.06%;4.76%;9.15%;2.99%
2024;76377;La Cumbre;76;Valle del Cauca;3817;Valle del Cauca (ETC);2841;69.8%;69.8%;47.71%;67.24%;64.04%;40.77%;78.88%;72.02%;75.13%;86.89%;74.85%;6.42%;10.88%;5.41%;7.39%;4.58%;89.75%;0%;92.5%;86.16%;91.5%;3.83%;0%;2.09%;6.45%;3.92%;7.31%;6.08%;7.01%;10.07%;1.96%
2024;76364;Jamundí;76;Valle del Cauca;4815;Jamundí;33349;78.46%;78.35%;61.43%;78.03%;66.61%;41.97%;84.51%;75.12%;90.02%;87.68%;69.37%;5.89%;5.86%;5.34%;7.33%;3.82%;86.76%;0.14%;89.41%;80.66%;90.37%;7.35%;0.14%;5.24%;12.02%;5.81%;9.04%;1.84%;8.06%;13.07%;5.33%
2024;76318;Guacarí;76;Valle del Cauca;3817;Valle del Cauca (ETC);6797;76.81%;76.8%;57.12%;78.79%;60.5%;43.57%;88.13%;80.22%;92.12%;87.87%;82.61%;4.99%;3.73%;3.96%;7.32%;2.69%;87.56%;0.31%;90.71%;80.02%;93.35%;7.45%;0.31%;5.33%;12.66%;3.96%;8.99%;2.48%;8.57%;13.02%;3.01%
2024;76306;Ginebra;76;Valle del Cauca;3817;Valle del Cauca (ETC);4590;76.32%;76.32%;52.3%;65.38%;76.2%;55.22%;85.38%;68.68%;73.91%;98.67%;93.08%;5.05%;5.85%;3.84%;6.77%;2.95%;87.08%;0.53%;89.74%;83.12%;89.41%;7.87%;0.53%;6.42%;10.11%;7.64%;8.21%;1.06%;7.76%;10.68%;5.38%
2024;76275;Florida;76;Valle del Cauca;3817;Valle del Cauca (ETC);11637;77.23%;77.19%;56.46%;75.2%;67.42%;46.22%;88.04%;89.28%;87.94%;90.48%;82.87%;6.23%;8.41%;5.13%;7.13%;6.04%;87.67%;0.62%;88.92%;84.17%;90.42%;6.1%;0.62%;5.96%;8.7%;3.54%;9.02%;14.15%;8.17%;10.83%;4.4%
2024;76250;El Dovio;76;Valle del Cauca;3817;Valle del Cauca (ETC);2026;87.17%;87.17%;69.46%;90.24%;56.59%;29.1%;102.96%;108.98%;124.85%;93.78%;60.68%;6.59%;6.59%;4.72%;11.79%;1.42%;86%;0%;85.27%;82.32%;95.04%;7.41%;0%;10.02%;5.89%;3.55%;13.88%;6.04%;17.78%;11.39%;4.93%
2024;76248;El Cerrito;76;Valle del Cauca;3817;Valle del Cauca (ETC);10708;82.99%;82.96%;63.29%;84.47%;70.87%;51.05%;91.69%;92.31%;95.59%;89.39%;86.49%;4.22%;16.54%;2.78%;3.36%;3.67%;86.74%;0%;92.66%;80.47%;84.8%;9.05%;0%;4.56%;16.18%;11.53%;7.35%;10.08%;6.68%;8.29%;5.77%
2024;76246;El Cairo;76;Valle del Cauca;3817;Valle del Cauca (ETC);1407;67.02%;67.02%;53.91%;64.76%;59.41%;37.17%;74.13%;71.3%;78.41%;76.11%;60.18%;7.09%;3.66%;7.1%;8.62%;5.43%;89.01%;3.66%;88.39%;87.08%;93.8%;3.9%;3.66%;4.52%;4.31%;0.78%;8.49%;1.22%;10.54%;10.15%;1.55%
2024;76243;El Águila;76;Valle del Cauca;3817;Valle del Cauca (ETC);1938;60.89%;60.78%;44%;57.32%;53.53%;44.48%;66.77%;62.67%;67.87%;68.27%;62.78%;6.29%;2.13%;6.62%;7.23%;5.26%;88.32%;0%;88.97%;84.1%;91.23%;5.39%;0%;4.41%;8.67%;3.51%;7.92%;5.32%;9.74%;7.23%;5.26%
2024;76233;Dagua;76;Valle del Cauca;3817;Valle del Cauca (ETC);9651;67.41%;67.41%;46.27%;64.7%;56.43%;39.31%;77.96%;63.97%;77.49%;79.94%;82.08%;4.11%;5.29%;3.75%;5.09%;2.01%;90.39%;1.92%;91.03%;87.65%;94.11%;5.51%;1.92%;5.22%;7.25%;3.88%;7.79%;3.61%;7.8%;10.85%;1.72%
2024;76147;Cartago;76;Valle del Cauca;3821;Cartago;24386;69.67%;69.62%;52.83%;67.22%;62.41%;42.79%;77.36%;69.01%;77.35%;82.12%;71.68%;5.18%;4.19%;3.92%;7.35%;3.97%;86.68%;0%;91.02%;79.08%;88.83%;8.13%;0%;5.07%;13.57%;7.19%;8.1%;1.84%;6.25%;13.1%;4.02%
2024;76130;Candelaria;76;Valle del Cauca;3817;Valle del Cauca (ETC);18357;102.4%;102.37%;69.81%;103.4%;89.02%;57.82%;111.33%;92.87%;118.06%;115.3%;95.5%;5.09%;5.48%;4.24%;6.85%;2.98%;87.06%;0%;90.99%;79.86%;89.1%;7.85%;0%;4.78%;13.29%;7.92%;8.34%;4.88%;6.77%;12.83%;3.2%
2024;76126;Calima El Darien;76;Valle del Cauca;3817;Valle del Cauca (ETC);3634;73.42%;73.42%;60.51%;71.85%;64.37%;45.19%;80.3%;76.45%;82.22%;83.59%;70.83%;4.76%;3.16%;4.03%;7.17%;2.33%;90.25%;0%;92.43%;83.99%;94.17%;4.99%;0%;3.54%;8.84%;3.5%;6.54%;1.05%;6.01%;9.92%;3.21%
2024;76122;Caicedonia;76;Valle del Cauca;3817;Valle del Cauca (ETC);5276;62.45%;62.45%;58.27%;65.33%;51.53%;33.91%;71.1%;72.01%;74.96%;69.52%;65.02%;7.48%;7.34%;5.36%;11.11%;4.92%;84.5%;0%;89.91%;73.9%;89.93%;8.02%;0%;4.73%;14.99%;5.15%;9.2%;0.77%;7.17%;15.93%;3.13%
2024;76113;Bugalagrande;76;Valle del Cauca;3817;Valle del Cauca (ETC);4746;67.3%;67.28%;52.1%;66.13%;57.28%;42.46%;75.9%;71.99%;77.44%;76.48%;72.86%;5.56%;7.45%;4.39%;6.52%;5.76%;90.1%;0%;92.32%;86.54%;91.01%;4.34%;0%;3.29%;6.93%;3.23%;7.84%;2.13%;6.91%;11.2%;5.28%
2024;76111;Guadalajara de Buga;76;Valle del Cauca;3820;Guadalajara de Buga;23246;74.21%;74.06%;48.15%;69.31%;66.89%;46.09%;82.95%;65%;81.77%;89.42%;81.43%;4.91%;7.86%;4.03%;6.3%;2.52%;88.16%;1.31%;91.33%;82.86%;92.13%;6.93%;1.31%;4.64%;10.84%;5.34%;9.88%;9.75%;8.75%;12.95%;4.87%
2024;76109;Buenaventura;76;Valle del Cauca;3819;Buenaventura;84021;63.15%;62.94%;35.69%;56.26%;48.64%;32.34%;75.51%;58.24%;77.08%;77.98%;75.74%;3.31%;3.26%;3.6%;3.28%;2.44%;86.29%;1%;86.62%;82.55%;90.7%;10.39%;1%;9.78%;14.17%;6.86%;13.52%;11.71%;15.96%;13.67%;5.4%
2024;76100;Bolívar;76;Valle del Cauca;3817;Valle del Cauca (ETC);3378;67.73%;67.73%;53.93%;66.64%;52.75%;31.93%;79.93%;84.64%;86.38%;79.57%;61.5%;8.07%;7.17%;8.49%;9.54%;2.71%;84.31%;0%;83.1%;79.87%;94.96%;7.62%;0%;8.4%;10.6%;2.33%;10.93%;3.38%;13.98%;10.99%;3.88%
2024;76054;Argelia;76;Valle del Cauca;3817;Valle del Cauca (ETC);1183;68.89%;68.89%;57.47%;71.04%;52.05%;43.28%;78.61%;77.01%;86.88%;73.49%;70.15%;6.35%;1.49%;6.67%;7.31%;5.88%;90.01%;0%;89.88%;88.46%;89.08%;3.64%;0%;3.46%;4.23%;5.04%;8.7%;2.99%;10.12%;9.62%;5.04%
2024;76041;Ansermanuevo;76;Valle del Cauca;3817;Valle del Cauca (ETC);3793;67.57%;67.57%;48.08%;64.98%;58.49%;29.98%;80.86%;66.99%;82.74%;90.88%;62.68%;7.18%;10.26%;6.8%;8.16%;3.06%;83.07%;0%;82.58%;79.29%;93.45%;9.74%;0%;10.62%;12.55%;3.49%;11.23%;2.05%;11.55%;14.74%;4.8%
2024;76036;Andalucía;76;Valle del Cauca;3817;Valle del Cauca (ETC);4183;63.38%;63.28%;46.83%;63.52%;53.78%;38.71%;70.83%;63.44%;71.17%;73%;69.14%;6.42%;7.95%;5.57%;8.28%;3.78%;85.99%;1.32%;89.82%;78.6%;90.41%;7.59%;1.32%;4.61%;13.12%;5.81%;9.35%;7.95%;6.97%;15.41%;2.62%
2024;76020;Alcalá;76;Valle del Cauca;3817;Valle del Cauca (ETC);2887;62.42%;62.42%;50.9%;60.64%;49.95%;29.49%;71.15%;73.42%;72.43%;73.86%;61.62%;7.36%;9.2%;5.5%;9.61%;6.48%;84.35%;0%;86.89%;79.13%;85.43%;8.29%;0%;7.61%;11.26%;8.1%;9.59%;2.45%;7.73%;15.47%;4.86%
2024;76001;Cali;76;Valle del Cauca;3818;Cali;379094;79.03%;78.77%;57.95%;76.93%;68.18%;48.83%;87.37%;73.06%;87.99%;88.62%;90.14%;4.41%;4.7%;3.99%;5.29%;3.39%;88.49%;0.42%;90.88%;83.39%;90.67%;7.09%;0.42%;5.13%;11.32%;5.94%;8.13%;4.57%;7.34%;11.33%;4.34%
2024;73873;Villarrica;73;Tolima;3815;Tolima (ETC);856;90.54%;90.54%;70.42%;95.59%;76.33%;37.41%;95.68%;109.86%;109.64%;93.99%;55.4%;4.4%;6.41%;2.52%;7.14%;2.6%;90.59%;0%;96.22%;81.2%;90.91%;5.01%;0%;1.26%;11.65%;6.49%;7.69%;2.56%;6.28%;13.16%;1.3%
2024;73870;Villahermosa;73;Tolima;3815;Tolima (ETC);1871;79.48%;79.48%;55.56%;74.3%;71.7%;39.8%;88.03%;81.7%;87.85%;96.34%;74.25%;3.75%;4.8%;1.44%;5.65%;6.11%;93.02%;0%;94.38%;91.07%;92.22%;3.23%;0%;4.18%;3.28%;1.67%;9.37%;4.8%;8.65%;13.3%;3.33%
2024;73861;Venadillo;73;Tolima;3815;Tolima (ETC);2344;87.24%;87.24%;52%;79.31%;73.93%;65.75%;98.93%;74.29%;90.34%;108.94%;109.75%;1.99%;1.54%;1.4%;3.42%;0.56%;92.18%;0%;93.6%;87.24%;96.94%;5.83%;0%;5%;9.34%;2.5%;7.63%;4.62%;5.93%;11.58%;4.44%
2024;73854;Valle de San Juan;73;Tolima;3815;Tolima (ETC);987;83.89%;83.89%;64.79%;82.75%;67.93%;50.87%;88.75%;102.82%;95%;85.42%;75.14%;1.03%;2.74%;1.05%;1.02%;0%;93.72%;0%;96.84%;89.42%;92.31%;5.25%;0%;2.11%;9.56%;7.69%;5.59%;1.37%;4.74%;9.22%;2.31%
2024;73770;Suárez;73;Tolima;3815;Tolima (ETC);564;89.54%;89.54%;55.81%;85.84%;80.2%;46.94%;97.87%;88.37%;97.35%;108.12%;82.65%;3.8%;5.26%;0.91%;7.51%;1.23%;90.58%;0%;98.18%;81.22%;92.59%;5.62%;0%;0.91%;11.27%;6.17%;9.06%;7.89%;8.64%;11.74%;3.7%
2024;73686;Santa Isabel;73;Tolima;3815;Tolima (ETC);1155;83.98%;83.98%;53.49%;82.38%;74.69%;41.03%;103.9%;77.91%;120.59%;103.97%;74.87%;3.19%;2.99%;2.46%;4.24%;2.73%;91.92%;0%;92.63%;90.19%;91.82%;4.89%;0%;4.91%;5.57%;5.45%;11.85%;1.49%;10.02%;17.46%;6.36%
2024;73678;San Luis;73;Tolima;3815;Tolima (ETC);2225;93.44%;93.44%;54.66%;95.3%;78.52%;50.13%;101.03%;88.82%;110.41%;103.2%;80.21%;3.95%;3.5%;3.45%;4.92%;3.36%;88.18%;0%;91.89%;82.41%;86.91%;7.86%;0%;4.67%;12.68%;9.73%;8.45%;2.1%;8.32%;12.16%;2.35%
2024;73675;San Antonio;73;Tolima;3815;Tolima (ETC);2924;87.35%;87.35%;79.11%;89.19%;68.63%;52.64%;96.58%;100%;102.91%;93.82%;85.16%;1.56%;0.89%;1.29%;2.07%;1.75%;93.95%;0%;94.1%;91.96%;94.74%;4.49%;0%;4.6%;5.97%;3.51%;7.19%;1.78%;9.61%;6.82%;2.92%
2024;73671;Saldaña;73;Tolima;3815;Tolima (ETC);2575;84.27%;84.16%;48.13%;85.59%;71.27%;47.73%;90.49%;78.61%;98.54%;92.09%;74.3%;1.51%;0.82%;1.7%;1.28%;1.83%;95.32%;0.82%;95.02%;94.52%;96.94%;3.17%;0.82%;3.28%;4.21%;1.22%;6.29%;3.28%;6.8%;7.65%;2.75%
2024;73624;Rovira;73;Tolima;3815;Tolima (ETC);4696;92.95%;92.95%;67.82%;93.01%;77.72%;50.06%;99.87%;90.52%;109.24%;102.64%;76.44%;4.22%;3.92%;3.24%;6.34%;2.33%;93.09%;0%;94.51%;89.26%;96.5%;2.69%;0%;2.25%;4.41%;1.17%;6.61%;1.63%;6.37%;9.36%;2.72%
2024;73622;Roncesvalles;73;Tolima;3815;Tolima (ETC);1214;75.95%;75.95%;65.96%;73.11%;67.39%;36.76%;79.57%;87.23%;84.86%;83.57%;54.9%;1.87%;2.44%;1.41%;2.9%;0%;94.82%;0%;97.42%;91.88%;91.96%;3.32%;0%;1.17%;5.22%;8.04%;7.56%;0%;10.33%;8.09%;0.89%
2024;73616;Rioblanco;73;Tolima;3815;Tolima (ETC);5619;80.05%;80.05%;62.62%;81.7%;64.59%;36.6%;88.41%;84.29%;102.53%;83.04%;61.51%;5.59%;3.3%;4.31%;9.1%;3.59%;89.52%;4.48%;90.76%;84.71%;95.52%;4.89%;4.48%;4.94%;6.19%;0.9%;8.04%;1.89%;10.83%;7.47%;0.67%
2024;73585;Purificación;73;Tolima;3815;Tolima (ETC);3903;95.8%;95.72%;57.69%;91.58%;84.12%;67.27%;104.94%;88.46%;103.65%;107.83%;110.15%;2.73%;2.56%;1.32%;4.83%;1.89%;94.43%;0%;95.1%;92.29%;96.23%;2.83%;0%;3.58%;2.88%;1.89%;8.66%;16.92%;9.17%;9.1%;2.94%
2024;73563;Prado;73;Tolima;3815;Tolima (ETC);1553;94.08%;94.08%;46.4%;89.36%;85.66%;59.85%;103.54%;80%;101.72%;110.57%;105.02%;3.22%;3.49%;1.79%;5.45%;1.66%;93.03%;0%;95.13%;88%;97.93%;3.75%;0%;3.08%;6.55%;0.41%;5.43%;2.33%;4.71%;8.36%;1.66%
2024;73555;Planadas;73;Tolima;3815;Tolima (ETC);6497;98.58%;98.58%;74.19%;106.04%;76.66%;39.92%;106.43%;100.72%;125.98%;100.05%;69.67%;5.21%;4.97%;3.58%;8.29%;4.66%;89%;0%;89.48%;85.27%;93.19%;5.79%;0%;6.93%;6.45%;2.15%;8.94%;0.92%;11.16%;9%;2.87%
2024;73547;Piedras;73;Tolima;3815;Tolima (ETC);1154;69.24%;69.24%;54.22%;72.67%;59.1%;29.09%;74.18%;75.9%;83.78%;77.81%;47.27%;2.1%;1.59%;1.06%;3.85%;0.96%;89.25%;0%;89.12%;84.94%;97.12%;8.64%;0%;9.81%;11.22%;1.92%;7.24%;0%;6.1%;11.54%;2.88%
2024;73520;Palocabildo;73;Tolima;3815;Tolima (ETC);1899;78.25%;78.25%;77.27%;88.72%;53.52%;34.74%;83.25%;98.7%;103.01%;68.08%;55.84%;2.94%;0.67%;1.59%;6.83%;1.97%;93.66%;0%;93.4%;90.49%;98.03%;3.4%;0%;5.01%;2.68%;0%;6.67%;2%;7.46%;8.54%;1.97%
2024;73504;Ortega;73;Tolima;3815;Tolima (ETC);6983;75.88%;75.84%;53.97%;73.61%;65.88%;45.82%;81.47%;74.91%;83.91%;85.03%;71.23%;3.25%;3.05%;2.31%;4.35%;3.56%;92.62%;0.51%;93.86%;89.21%;95.13%;4.14%;0.51%;3.83%;6.44%;1.32%;7.53%;2.54%;8.92%;9.18%;1.71%
2024;73483;Natagaima;73;Tolima;3815;Tolima (ETC);2450;99.43%;99.43%;75.29%;97.42%;83.68%;59.14%;111.27%;109.77%;114.24%;108.56%;110.61%;2.53%;3.01%;1.5%;4.08%;1.53%;93.39%;0%;96.25%;89.03%;93.88%;4.07%;0%;2.25%;6.89%;4.59%;8.46%;1.81%;8.15%;11.85%;4.59%
2024;73461;Murillo;73;Tolima;3815;Tolima (ETC);940;57.23%;57.23%;47.89%;59.33%;41.85%;14.56%;61.06%;64.79%;75.39%;57.85%;31.01%;2.96%;2.17%;0.34%;6.91%;4.08%;87.63%;0%;90.72%;79.26%;91.84%;9.41%;0%;8.93%;13.83%;4.08%;14.46%;0%;14.43%;18.09%;14.29%
2024;73449;Melgar;73;Tolima;3815;Tolima (ETC);6424;117.81%;117.7%;81.69%;115.05%;104.56%;72.48%;129.14%;112.01%;132.36%;135.45%;117.19%;2.72%;2.73%;2.48%;3.22%;2.2%;91.49%;0.5%;92.4%;87.95%;94.98%;5.79%;0.5%;5.12%;8.83%;2.82%;7.37%;1.74%;7.56%;9.71%;3.67%
2024;73443;Mariquita;73;Tolima;3815;Tolima (ETC);6694;90.29%;90.2%;64.16%;90.22%;77.47%;47.07%;99.66%;88.32%;103.11%;103.37%;89.29%;2.68%;2.47%;2.89%;2.72%;2%;89.15%;0.27%;92.7%;83.31%;89.48%;8.17%;0.27%;4.41%;13.97%;8.52%;7.97%;2.2%;6.15%;12.28%;5.06%
2024;73411;Líbano;73;Tolima;3815;Tolima (ETC);6404;96.33%;96.33%;64.91%;92.42%;83.47%;56.77%;107.26%;87.94%;109.38%;112.46%;100%;3.23%;5.85%;1.95%;4.31%;3.18%;89.54%;0%;92.68%;84.53%;90.95%;7.23%;0%;5.37%;11.16%;5.87%;9.39%;3.06%;9.07%;13.01%;3.67%
2024;73408;Lérida;73;Tolima;3815;Tolima (ETC);3072;91.89%;91.86%;59.75%;90.05%;75.78%;58.29%;101.17%;92.8%;105.3%;103.04%;91.62%;2.27%;1.64%;1.93%;3.05%;1.78%;93.01%;0%;94.74%;89.95%;92.39%;4.73%;0%;3.33%;7%;5.84%;5.8%;2.19%;5.09%;8.24%;4.06%
2024;73352;Icononzo;73;Tolima;3815;Tolima (ETC);2157;93.37%;93.37%;61.54%;92.7%;79.35%;55.96%;104.73%;88.17%;105.95%;104.21%;110.53%;2.46%;2.96%;2.08%;3.13%;1.7%;92.76%;0.74%;94.34%;88.98%;95.92%;4.78%;0.74%;3.58%;7.89%;2.38%;7.14%;2.96%;7.62%;8.71%;3.74%
